metin,turu,kategori
"çağrılan yere erinme, çağrılmayan yere görünme",Atasözü,öğüt
"çağrılan yere git, ar eyleme; çağrılmadığın yere gidip yerini dar eyleme",Atasözü,öğüt
çağrılmayan yere çörekçiyle börekçi gider,Atasözü,öğüt
çakı suyu kesiyor,Deyim,diğer
çalı gibi,Deyim,diğer
çalım atmak yapmak,Deyim,diğer
çalım satmak,Deyim,diğer
çalım yemek,Deyim,diğer
çalımına gelmek getirmek,Deyim,diğer
çalıp çırpmak,Deyim,diğer
"çalma elin kapısını, çalarlar kapını",Atasözü,öğüt
çalmadan oynamak,Deyim,diğer
çalyaka etmek,Deyim,diğer
"çam ağacından ağıl olmaz, el çocuğundan oğul olmaz",Atasözü,öğüt
çam devirmek,Deyim,diğer
çam sakızı çoban armağanı,Atasözü,öğüt
çam sakızı gibi,Deyim,diğer
çamaşır ertesi olmak,Deyim,diğer
çamur gibi,Deyim,diğer
çamura bulaşmak batmak,Deyim,diğer
çamura taş atmak,Deyim,diğer
çamura yatmak,Deyim,diğer
"çamuru karnında, çiçeği burnunda",Deyim,diğer
çan çalmak,Deyim,diğer
çan çan etmek ötmek veya konuşmak,Deyim,diğer
çanağa ne doğrarsan kaşığında o çıkar,Atasözü,öğüt
çanak tutmak açmak,Deyim,diğer
çanak yalamak,Deyim,diğer
"çanakta balın olsun, yemen'den bağdat'tan arı gelir",Atasözü,öğüt
çantadan yetişmek,Deyim,diğer
çapanoğlunun abdest suyu gibi,Deyim,diğer
çapraza sarmak,Deyim,diğer
çaptan düşmek,Deyim,diğer
çaresiz kalmak,Deyim,diğer
çark çevirmek,Deyim,diğer
çark etmek,Deyim,diğer
çarka vermek çektirmek,Deyim,diğer
çarkı döndürmek,Deyim,diğer
çarkına etmek okumak,Deyim,diğer
çarpıntısı tutmak,Deyim,diğer
çarşaf gibi,Deyim,diğer
çarşaf kadar,Deyim,diğer
çarşafa dolanmak,Deyim,diğer
çarşafa girmek,Deyim,diğer
çat orada çat burada çat kapı arkasında,Deyim,diğer
çatal görmek,Deyim,diğer
çatıyı almak,Deyim,diğer
çatkın olmak,Deyim,diğer
çatlasa da patlasa da,Deyim,diğer
çay kenarında kuyu kazmak,Deyim,diğer
"çay kuşu, çay taşı ile vurulur",Atasözü,öğüt
çaydan geçip derede boğulmak,Deyim,eleştiri
çayı görmeden paçaları sıvamak,Deyim,diğer
çehre etmek,Deyim,diğer
çehresi bozulmak,Deyim,diğer
çek! çek arabanı!,Deyim,diğer
çekeceği olmak,Deyim,diğer
çeki taşı gibi,Deyim,diğer
çekince koymak,Deyim,diğer
çekip çevirmek,Deyim,diğer
çekip gitmek,Deyim,diğer
çekip vurmak,Deyim,diğer
çekişilmeyince pekişilmez,Atasözü,öğüt
çekiye gelmek,Deyim,diğer
çekiye gelmez,Deyim,diğer
çeliğe su vermek,Deyim,diğer
çene patlatmak,Deyim,diğer
çene yarışına girmek,Deyim,diğer
çene yarıştırmak,Deyim,diğer
çene yetiştirmek,Deyim,diğer
çene yormak,Deyim,diğer
çenesi açılmak,Deyim,diğer
çenesi atmak,Deyim,diğer
çenesi durmamak,Deyim,diğer
çenesi düşmek,Deyim,diğer
çenesi kilitlenmek,Deyim,diğer
çenesi oynamak,Deyim,diğer
çenesine vurmak,Deyim,diğer
çenesini bağlamak,Deyim,diğer
çenesini kapatmak,Deyim,diğer
çenesini tutmak,Deyim,diğer
çenesinin bağı çözülmek,Deyim,diğer
çengel atmak,Deyim,diğer
çengel takmak,Deyim,diğer
"çengi ölüsü çalgı daire, tef ile kalkar",Atasözü,öğüt
çerçi başındakini satar,Atasözü,öğüt
çerçi kızı boncuğa âşıktır,Atasözü,öğüt
çeşmeye gitse çeşme kuruyacak,Atasözü,eleştiri
çeşni tutmak,Deyim,diğer
çetele çekmek tutmak,Deyim,diğer
çeteleye dönmek,Deyim,diğer
çevir kazı yanmasın,Deyim,diğer
çeyiz düzmek,Deyim,diğer
çıbanın başını koparmak,Deyim,diğer
çığ gibi büyümek,Deyim,diğer
çığır açmak,Deyim,diğer
"çığlık atmak koparmak, basmak",Deyim,diğer
çıkar gözetmek,Deyim,diğer
çıkarına bakmak,Deyim,diğer
çıkarını tepmek,Deyim,diğer
çıkıntılık etmek,Deyim,diğer
çıkış almak,Deyim,diğer
çıkış vermek,Deyim,diğer
çıkış yapmak,Deyim,diğer
çıkmadık canda umut var,Atasözü,öğüt
çıkmadık candan umut kesilmez,Atasözü,öğüt
çıkmaz ayın son çarşambası,Deyim,diğer
çıkmaza girmek,Deyim,diğer
çıkmaza sokmak,Deyim,diğer
çıkmazda olmak,Deyim,diğer
çılgına dönmek,Deyim,diğer
çın çın inletmek,Deyim,diğer
çın çın ötmek,Deyim,diğer
çın tutmak,Deyim,diğer
çıngar çıkarmak koparmak,Deyim,diğer
çıngar kopmak çıkmak,Deyim,diğer
çıngırağı çekmek,Deyim,diğer
çıngıraklı deve kaybolmaz,Atasözü,öğüt
çıra dibi karanlık olur,Atasözü,öğüt
çırak almak,Deyim,diğer
çırak vermek,Deyim,diğer
çırpı gibi,Deyim,diğer
çırpı vurmak,Deyim,diğer
çırpıya getirmek,Deyim,diğer
çıt çıkmamak,Deyim,diğer
çıt çıtını çıkarmamak,Deyim,diğer
çıtayı yükseltmek,Deyim,diğer
çıtı çıkmamak,Deyim,diğer
çıyan gibi,Deyim,diğer
çiçeğe kesmek,Deyim,diğer
"çiçeği burnunda, çamuru karnında",Deyim,diğer
çiçek açmak vermek,Deyim,diğer
çiçek çıkarmak,Deyim,diğer
çiçek gibi,Deyim,diğer
çiçek olmak,Deyim,diğer
"çift edersen bağlanırsın, bağ edersen eğlenirsin",Atasözü,öğüt
çift görmek,Deyim,diğer
"çift ile koyun, gerisi oyun",Atasözü,öğüt
çift koşmak,Deyim,diğer
çift sürmek,Deyim,diğer
"çiftçinin karnını yarmışlar, kırk tane 'gelecek yıl' çıkmış",Atasözü,eleştiri
"çiftçiye yağmur, yolcuya kurak; cümlenin muradını verecek hak",Atasözü,diğer
çifte atmak,Deyim,diğer
çifte çubuğa gitmek,Deyim,diğer
"çifte gelmeyen öküz olsun, işe gitmeyen oğlun",Atasözü,eleştiri
çifte vurmak,Deyim,diğer
çifte yemek,Deyim,diğer
çifti bozmak,Deyim,diğer
çiğ düşmek,Deyim,diğer
çiğ kaçmak,Deyim,diğer
çiğ süt emmiş,Deyim,diğer
çiğ yemedim ki karnım ağrısın,Atasözü,diğer
çiğden vermek,Deyim,diğer
çiğlik etmek,Deyim,diğer
çiğnemeden yutulmaz,Atasözü,diğer
çil yavrusu gibi dağılmak,Deyim,diğer
çile çekmek,Deyim,diğer
çilesi dolmak,Deyim,diğer
çileye girmek,Deyim,diğer
çimdik atmak basmak,Deyim,diğer
çiriş gibi,Deyim,diğer
çirkefe taş atmak,Deyim,diğer
çirkefi üzerine sıçratmak,Deyim,diğer
çirkin kaçmak,Deyim,diğer
çişi gelmek,Deyim,diğer
çitlembik gibi,Deyim,diğer
çivi çıkar ama yeri kalır,Atasözü,öğüt
çivi gibi,Deyim,diğer
çivi kesmek,Deyim,diğer
çivi kırmak,Deyim,diğer
çivi sokmak sürmek,Deyim,diğer
çizgi çekmek,Deyim,diğer
çizgisinden sapmamak,Deyim,diğer
çizmeden yukarı çıkmak,Deyim,diğer
çizmeleri çekmek,Deyim,diğer
çizmeyi aşmak,Deyim,diğer
"çoban aldı bağa gitti, kurt aldı dağa gitti",Atasözü,öğüt
çoban armağanı çam sakızı,Atasözü,diğer
çoban kulübesinde padişah rüyası görmek,Deyim,diğer
"çobana verme kızı, ya koyun güttürür ya kuzu",Atasözü,öğüt
"çobanın gönlü olursa  tekeden yağ süt, köremez çıkarır",Atasözü,sabır
çobansız koyunu kurt kapar,Atasözü,öğüt
"çocuğa iş, ardına sen düş",Atasözü,öğüt
"çocuğa iş buyuran, ardınca kendi gider",Atasözü,öğüt
"çocuğu işe sal, ardınca sen var",Atasözü,öğüt
çocuğu süt çalmak,Deyim,diğer
çocuğun bulunduğu yerde dedikodu olmaz,Atasözü,öğüt
"çocuğun yediği helal, giydiği haram",Atasözü,eleştiri
çocuk aldırmak,Deyim,diğer
çocuk boya çekmek,Deyim,diğer
çocuk dünyaya getirmek,Deyim,diğer
çocuk düşe kalka büyür,Atasözü,diğer
çocuk gibi,Deyim,diğer
çocuk gibi sevinmek,Deyim,diğer
çocuk kalmak,Deyim,diğer
çocuk mu avutuyorsun kandırıyorsun,Deyim,diğer
çocuk olmak,Deyim,diğer
çocuk oyuncağı hâline getirmek,Deyim,diğer
"çocuk seversen beşikte, koca seversen döşekte",Atasözü,öğüt
"çocukla çocuk, büyükle büyük olmak",Deyim,diğer
çocukluğu tutmak,Deyim,diğer
çocukluk etmek,Deyim,diğer
çocuktan al haberi,Atasözü,öğüt
"çoğu gitti, azı kaldı",Atasözü,sabır
"çoğu zarar, azı karar",Atasözü,öğüt
çok baharın otunu yemek,Deyim,diğer
çok bilen çok yanılır,Atasözü,öğüt
çok el ya yağmaya ya yolmaya,Atasözü,öğüt
çok gezen çok bilir,Atasözü,öğüt
çok gezen tavuk ayağında pislik getirir,Atasözü,öğüt
çok havlayan köpek ısırmaz,Atasözü,öğüt
"çok koşan çabuk çok, tez yorulur",Atasözü,öğüt
çok naz âşık usandırır,Atasözü,öğüt
"çok söz laf yalansız, çok para mal haramsız olmaz",Atasözü,öğüt
çok şey!,Deyim,diğer
"çok yaşayan okuyan bilmez, çok gezen bilir",Atasözü,öğüt
çokbilmişlik taslamak,Deyim,diğer
çoluk çocuğa karışmak,Deyim,diğer
çoluk çocuk elinde kalmak,Deyim,diğer
çomak sokmak koymak,Deyim,diğer
çorap kaçmak,Deyim,diğer
çorap söküğü gibi gitmek gelmek,Deyim,diğer
çorba gibi,Deyim,diğer
çorba içmeye çağırmak,Deyim,diğer
çorbada tuzu maydanozu bulunmak,Deyim,diğer
çorbaya sinek düşmek,Deyim,diğer
çöle dönmek,Deyim,diğer
çömlek patlatmak,Deyim,diğer
çömlekçi suyu saksıdan içer,Atasözü,diğer
çöp gibi,Deyim,diğer
çöpe dönmek,Deyim,diğer
çöpe gitmek,Deyim,diğer
"çöreğin büyüğü, hamurun unun çoğundan olur",Atasözü,öğüt
çörten gibi,Deyim,diğer
çözümsüz kalmak,Deyim,diğer
çubuğunu tüttürmek,Deyim,diğer
çukura düşmek,Deyim,diğer
çul içinde arslan yatar,Atasözü,öğüt
çulu düzmek düzeltmek,Deyim,diğer
çuval gibi,Deyim,diğer
çuvaldız yurdusu gözü kadar yerden deve denli soğuk girer,Atasözü,öğüt
çuvalla para kazanmak,Deyim,diğer
çürüğe çıkarmak,Deyim,diğer
çürük çürüğe çıkmak,Deyim,diğer
çürük tahta çivi mıh tutmaz,Atasözü,öğüt
çürük tahtaya basmak,Deyim,diğer
dadılık etmek,Deyim,diğer
"dağ ardında olsun da, yer altında olmasın",Atasözü,öğüt
"dağ başına kış gelir, insanın başına iş gelir",Atasözü,öğüt
dağ başından duman eksik olmaz,Atasözü,öğüt
"dağ dağ üstüne olur, ev ev üstüne olmaz",Atasözü,öğüt
"dağ dağa kavuşmaz, insan insana kavuşur",Atasözü,öğüt
dağ dağları devirmek,Deyim,diğer
dağ ne kadar yüce olsa yol üstünden aşar,Atasözü,sabır
"dağ, ovanın süt anasıdır",Atasözü,öğüt
dağ yürümezse abdal yürür,Atasözü,öğüt
dağa çıkmak,Deyim,diğer
dağa kaldırmak,Deyim,diğer
dağarcığına atmak,Deyim,diğer
dağarcığındakini çıkarmak,Deyim,diğer
dağarcıkta bir şey kalmamak,Deyim,diğer
"dağda bağın var, yüreğinde dağın var",Atasözü,öğüt
dağda büyümüş,Deyim,diğer
"dağda gez belde gez, insafı elden bırakma",Atasözü,öğüt
dağdan gelip bağdakini kovmak,Deyim,diğer
dağlara düşmek,Deyim,diğer
dağlara taşlara,Deyim,diğer
dağların misafir aldığı mevsim,Deyim,diğer
dağların şenliği gelin anası,Deyim,diğer
daha iyisi can sağlığı,Atasözü,diğer
daha neler!,Deyim,diğer
dahası var,Deyim,diğer
dakikası dakikasına uymamak,Deyim,diğer
daktilo etmek,Deyim,diğer
daktiloya çekmek,Deyim,diğer
dal budak salmak,Deyim,diğer
dal gibi,Deyim,diğer
dal gibi kalmak,Deyim,diğer
dal sürmek,Deyim,diğer
dal vermek,Deyim,diğer
dala çıka,Deyim,diğer
dalak kestirmek,Deyim,diğer
dalalete düşmek,Deyim,diğer
dalavere çevirmek dalaveresini döndürmek,Deyim,diğer
daldan dala konmak,Deyim,diğer
dalga geçmek,Deyim,diğer
dalga saymak,Deyim,diğer
dalgalanmaya bırakmak,Deyim,diğer
dalgasına taş atmak,Deyim,diğer
dalgasını taşlamak,Deyim,diğer
dalgaya düşmek gelmek,Deyim,diğer
dalgayı başa almak,Deyim,diğer
dalgınlığına gelmek,Deyim,diğer
dalgınlığına getirmek,Deyim,diğer
dalına basmak,Deyim,diğer
dalına binmek,Deyim,diğer
dalıp çıkmak,Deyim,diğer
dalıp gitmek,Deyim,diğer
dallanıp budaklanmak,Deyim,diğer
dalları basmak,Deyim,diğer
"dalmasını bilmeyen ördek, kıçından dalar",Atasözü,öğüt
dalyan gibi,Deyim,diğer
"dam dolusu tükenmiş, damlayan tükenmemiş",Atasözü,öğüt
"dam üstünde saksağan, vur beline kazmayı",Atasözü,öğüt
dama çıkmak,Deyim,diğer
dama demek,Deyim,diğer
dama taşı gibi oynatmak,Deyim,diğer
damardan girmek,Deyim,diğer
damarı kurusun!,Deyim,diğer
damarı tutmak,Deyim,diğer
damarına basmak,Deyim,diğer
damarına çekmek,Deyim,diğer
damarına damarlarına işlemek,Deyim,diğer
damarına girmek,Deyim,diğer
damat girmek,Deyim,diğer
damdan çardağa atlamak,Deyim,diğer
damdan düşen damdan düşenin hâlini bilir,Atasözü,öğüt
damdan düşer gibi,Deyim,diğer
damdan düşercesine,Deyim,diğer
damga vurmak,Deyim,diğer
damga yemek,Deyim,diğer
damgasını vurmak,Deyim,diğer
damlaya damlaya göl olur,Atasözü,sabır
damlaya uğramak,Deyim,diğer
dan dun konuşmak etmek,Deyim,diğer
danalar gibi bağırmak böğürmek,Deyim,diğer
"danışan dağı aşmış, danışmayan düz yolda şaşmış",Atasözü,öğüt
"danışan dağı aşmış, danışmayanın yolu şaşmış",Atasözü,öğüt
daniskasını yapmak,Deyim,diğer
dar gelmek,Deyim,diğer
dar kaçmak,Deyim,diğer
dara boğmak,Deyim,diğer
dara düşmek,Deyim,diğer
dara gelmek,Deyim,diğer
dara getirmek,Deyim,diğer
darağacına çekmek,Deyim,diğer
darasını almak,Deyim,diğer
darasını düşmek,Deyim,diğer
daraya atmak çıkarmak,Deyim,diğer
darbe almak,Deyim,diğer
darbe darbeyi yemek,Deyim,diğer
darbe vurmak indirmek,Deyim,diğer
darda bulunmak,Deyim,diğer
darda kalmak,Deyim,diğer
dargın durmak,Deyim,diğer
"darı unundan baklava, incir ağacından oklava olmaz",Atasözü,öğüt
darısı ... başına darısı başına,Deyim,diğer
darmaduman etmek,Deyim,diğer
darmaduman olmak,Deyim,diğer
dava etmek açmak,Deyim,diğer
dava görmek,Deyim,diğer
davacı olmak,Deyim,diğer
davacın kadı olursa yardımcın allah olsun,Atasözü,öğüt
davacısı kadı olanın yardımcısı allah olsun,Atasözü,öğüt
davar gütmek,Deyim,diğer
davaya bakmak,Deyim,diğer
davayı nakzen görmek,Deyim,diğer
davayı nakzen iade etmek,Deyim,diğer
davet etmek,Deyim,diğer
davete icabet etmek,Deyim,diğer
davetsiz yere kedilerle köpekler gider,Atasözü,öğüt
"davul birinin boynunda, tokmak bir başkasının elinde",Atasözü,öğüt
davul çalsan işitmez,Deyim,diğer
davul dengi dengine diye çalar,Atasözü,öğüt
davul gibi,Deyim,diğer
"davulu biz çaldık, parsayı başkası topladı",Atasözü,öğüt
davulun sesi uzaktan hoş gelir,Atasözü,öğüt
dayağa idmanlı olmak,Deyim,diğer
dayak cennetten çıkmıştır,Atasözü,öğüt
"dazlayan daza düşer, kel başlı kıza düşer",Atasözü,öğüt
"dede dedesi koruk yer, torununun dişi kamaşır",Atasözü,öğüt
dediği çıkmak,Deyim,diğer
"dediğim dedik, öttürdüğüm çaldığım düdük",Deyim,diğer
dediğinden dışarı çıkmak,Deyim,diğer
dedikodu çıkarmak,Deyim,diğer
dedikodu sermayesi olmak,Deyim,diğer
defibela kabîlinden,Deyim,diğer
defter açmak,Deyim,diğer
defter tutmak,Deyim,diğer
defteri dürülmek,Deyim,diğer
defteri kapamak kapatmak,Deyim,diğer
defterinde olmamak,Deyim,diğer
defterinde yazmamak,Deyim,diğer
defterini dürmek,Deyim,diğer
değer biçmek,Deyim,diğer
değer düşümüne uğramak,Deyim,diğer
değer vermek,Deyim,diğer
"değirmen iki taştan, muhabbet iki baştan",Atasözü,öğüt
değirmen taşının altından diri çıkar,Atasözü,diğer
değirmenin suyu nereden geliyor?,Atasözü,öğüt
değirmi yurt tutmaya değirmi göt ister,Atasözü,öğüt
değiş etmek,Deyim,diğer
değme gitsin,Deyim,diğer
değnek gibi,Deyim,diğer
dehşet saçmak,Deyim,diğer
dehşete düşürmek,Deyim,diğer
dehşete kapılmak düşmek,Deyim,diğer
deke düşmek,Deyim,diğer
dekolte konuşmak,Deyim,diğer
"deli arlanmaz, soyu arlanır",Atasözü,öğüt
deli bayrağı açmak,Deyim,diğer
deli çıkmak,Deyim,diğer
deli dana danalar gibi dönmek,Deyim,diğer
deli deli akanı bura bura tıkarlar,Atasözü,öğüt
"deli deliden hoşlanır, imam ölüden",Atasözü,öğüt
deli deliyi görünce çomağını değneğini saklar gizler,Atasözü,öğüt
deli etmek,Deyim,diğer
deli gibi,Deyim,diğer
"deli ile çıkma yola, başına getirir bela",Atasözü,öğüt
"deli kız düğün etmiş, kendi baş sedire geçmiş",Atasözü,öğüt
deli kızın çeyizi gibi,Deyim,diğer
deli olmak işten değil,Deyim,diğer
deli pösteki sayar gibi,Deyim,diğer
deli raziye gibi,Deyim,diğer
deli saraylı gibi,Deyim,diğer
deliden al uslu haberi,Atasözü,diğer
deliğe tıkmak,Deyim,diğer
"delik büyük, yama küçük",Atasözü,diğer
delik deşik etmek,Deyim,diğer
delik eğirmek,Deyim,diğer
delikli boncuk taş yerde kalmaz,Atasözü,öğüt
deliliğe vurmak,Deyim,diğer
deliliği tutmak,Deyim,diğer
delilsiz cennete bile girilmez,Atasözü,öğüt
delinin eline değnek vermek,Deyim,diğer
"deliye bal tattırmışlar, çarşıda katran bırakmamış",Atasözü,öğüt
deliye dönmek,Deyim,diğer
deliye göre her gün bayram,Atasözü,öğüt
deliye her gün bayram,Atasözü,eleştiri
"deliye taş atma, başını yarar",Atasözü,öğüt
dem çekmek,Deyim,diğer
dem dökmek,Deyim,diğer
dem tutmak,Deyim,diğer
deme gitsin,Deyim,diğer
demeç vermek,Deyim,diğer
demediğini bırakmamak koymamak,Deyim,diğer
demek istemek,Deyim,diğer
demek olmak,Deyim,diğer
demem o ki,Deyim,diğer
... demeye getirmek,Deyim,diğer
... demeye kalmamak,Deyim,diğer
demir almak,Deyim,diğer
demir atmak,Deyim,diğer
demir gibi,Deyim,diğer
"demir ıslanmaz, deli uslanmaz",Atasözü,öğüt
"demir nemden, insan gamdan çürür",Atasözü,öğüt
demir taramak,Deyim,diğer
"demir tavında, dilber çağında",Atasözü,sabır
demir üzerinde,Deyim,diğer
demirbaştan düşmek,Deyim,diğer
demokles'in kılıcı,Deyim,diğer
deneme tahtasına çevirmek,Deyim,diğer
deneyim kazanmak,Deyim,diğer
dengeli kılmak,Deyim,diğer
dengesi bozulmak,Deyim,diğer
dengi dengine,Deyim,diğer
dengine getirmek,Deyim,diğer
dengiyle karşılamak,Deyim,diğer
deniz bindirmek,Deyim,diğer
deniz çıkmak,Deyim,diğer
"deniz dalgasız olmaz, gönül sevdasız olmaz",Atasözü,diğer
"deniz dalgasız olmaz, kapı halkasız",Atasözü,diğer
deniz durmak düşmek,Deyim,diğer
deniz kenarında dalga eksik olmaz,Atasözü,öğüt
"denizde kum, onda para",Deyim,diğer
denizdeki balığın bini bir paraya,Atasözü,diğer
denizdeki balığın karada komisyonculuğunu yapmak,Deyim,diğer
denizdeki balığın  pazarlığı olmaz,Atasözü,öğüt
denizden çıkmış balığa dönmek,Deyim,diğer
denizden denizi geçip çayda boğulmak,Deyim,diğer
denize açılmak,Deyim,diğer
denize çıkmak,Deyim,diğer
denize dökmek,Deyim,diğer
denize düşen yılana  sarılır,Atasözü,öğüt
denk düşmek,Deyim,diğer
denk getirmek,Deyim,diğer
denli densiz söz söylemek,Deyim,diğer
depara geçmek,Deyim,diğer
depara kalkmak,Deyim,diğer
depo etmek,Deyim,diğer
der oğlu der,Deyim,diğer
derde derdine derman olmak,Deyim,diğer
derde dertlere düşmek,Deyim,diğer
derde düçar olmak,Deyim,diğer
derdest etmek,Deyim,diğer
derdi veren devasını da verir,Atasözü,sabır
"derdin yoksa söylen, borcun yoksa evlen",Atasözü,öğüt
derdine deva bulmak,Deyim,diğer
derdine yanmak,Deyim,diğer
derdini çekmek,Deyim,diğer
derdini dökmek,Deyim,diğer
derdini marko paşa'ya anlat,Deyim,diğer
derdini söylemeyen saklayan derman bulamaz,Atasözü,öğüt
dere tepe düz gitmek,Deyim,diğer
derece almak,Deyim,diğer
dereceye girmek,Deyim,diğer
"derede tarla sel için, tepede harman yel için",Atasözü,öğüt
dereden tepeden konuşmak,Deyim,diğer
"dereyi çayı, ırmağı geçerken at değiştirilmez",Atasözü,sabır
dereyi görmeden paçaları sıvamak,Deyim,sabır
derine inmek,Deyim,diğer
derisi kemiklerine yapışmak,Deyim,diğer
derisine sığmaz,Deyim,diğer
derisini yüzmek,Deyim,diğer
dermanı kesilmek dermandan kesilmek,Deyim,diğer
ders almak,Deyim,diğer
ders başı etmek yapmak,Deyim,diğer
ders dersi asmak,Deyim,diğer
ders görmek,Deyim,diğer
ders olmak,Deyim,diğer
ders vermek,Deyim,diğer
ders yapmak,Deyim,diğer
"dert ağlatır, aşk söyletir",Atasözü,öğüt
dert anlatmak,Deyim,diğer
"dert, çekene göredir",Atasözü,öğüt
dert değil,Deyim,diğer
dert eğirmek,Deyim,diğer
dert etmek edinmek,Deyim,diğer
dert gider amma yeri boş kalmaz,Atasözü,öğüt
"dert gitmez, değişir",Atasözü,öğüt
dert olmak kesilmek,Deyim,diğer
dert yanmak,Deyim,diğer
dertsiz baş olmaz,Atasözü,diğer
dertsiz baş terkide gerek,Atasözü,diğer
dertsiz başını derde sokmak,Deyim,diğer
"dervişe 'bağdat'ta pilav var' demişler, 'yalan değilse ırak değil' demiş",Atasözü,sabır
